CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
509,0509/2025,FIR/0509/2025,2025-08-20,6,3,1,2,5,10,2,3,2025-08-20 15:00:00,2025-08-20 15:30:00,2025-08-20 16:15:00,12.925803,77.358087,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9258, 77.3581)."
510,0510/2025,FIR/0510/2025,2025-11-16,5,3,1,2,5,9,2,3,2025-11-16 10:00:00,2025-11-16 10:30:00,2025-11-16 11:15:00,12.99762,77.704356,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9976, 77.7044)."
511,0511/2025,FIR/0511/2025,2025-12-04,6,3,1,2,5,10,2,3,2025-12-04 22:00:00,2025-12-04 22:30:00,2025-12-04 23:15:00,12.929014,77.359625,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9290, 77.3596)."
512,0512/2025,FIR/0512/2025,2025-01-08,5,3,1,2,5,9,3,3,2025-01-08 00:00:00,2025-01-08 00:30:00,2025-01-08 01:15:00,13.034568,77.702949,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0346, 77.7029)."
513,0513/2025,FIR/0513/2025,2025-10-04,6,3,1,2,5,10,3,3,2025-10-04 02:00:00,2025-10-04 02:30:00,2025-10-04 03:15:00,12.766137,77.708012,"Incident of Theft reported in Bangalore Urban district at coordinates (12.7661, 77.7080)."
514,0514/2025,FIR/0514/2025,2025-06-09,5,3,1,2,5,9,1,3,2025-06-09 09:00:00,2025-06-09 09:30:00,2025-06-09 10:15:00,13.094776,77.532484,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0948, 77.5325)."
515,0515/2025,FIR/0515/2025,2025-09-20,6,3,1,2,5,10,3,3,2025-09-20 13:00:00,2025-09-20 13:30:00,2025-09-20 14:15:00,12.697591,77.65976,"Incident of Theft reported in Bangalore Urban district at coordinates (12.6976, 77.6598)."
516,0516/2025,FIR/0516/2025,2025-09-28,5,3,1,2,5,9,1,3,2025-09-28 17:00:00,2025-09-28 17:30:00,2025-09-28 18:15:00,13.093188,77.5165,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0932, 77.5165)."
517,0517/2025,FIR/0517/2025,2025-05-26,6,3,1,2,5,10,2,3,2025-05-26 23:00:00,2025-05-26 23:30:00,2025-05-26 23:15:00,12.930614,77.359025,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9306, 77.3590)."
518,0518/2025,FIR/0518/2025,2025-01-24,5,3,1,2,5,9,1,3,2025-01-24 09:00:00,2025-01-24 09:30:00,2025-01-24 10:15:00,13.051975,77.702162,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0520, 77.7022)."
519,0519/2025,FIR/0519/2025,2025-07-25,6,3,1,2,5,10,3,3,2025-07-25 17:00:00,2025-07-25 17:30:00,2025-07-25 18:15:00,12.935971,77.354634,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9360, 77.3546)."
520,0520/2025,FIR/0520/2025,2025-06-15,5,3,1,2,5,9,2,3,2025-06-15 15:00:00,2025-06-15 15:30:00,2025-06-15 16:15:00,12.931553,77.370045,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9316, 77.3700)."
521,0521/2025,FIR/0521/2025,2025-08-21,6,3,1,2,5,10,1,3,2025-08-21 05:00:00,2025-08-21 05:30:00,2025-08-21 06:15:00,13.09775,77.503964,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0977, 77.5040)."
522,0522/2025,FIR/0522/2025,2025-09-30,5,3,1,2,5,9,1,3,2025-09-30 11:00:00,2025-09-30 11:30:00,2025-09-30 12:15:00,12.998809,77.695091,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9988, 77.6951)."
523,0523/2025,FIR/0523/2025,2025-06-05,6,3,1,2,5,10,3,3,2025-06-05 08:00:00,2025-06-05 08:30:00,2025-06-05 09:15:00,13.08299,77.42253,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0830, 77.4225)."
524,0524/2025,FIR/0524/2025,2025-02-09,5,3,1,2,5,9,3,3,2025-02-09 14:00:00,2025-02-09 14:30:00,2025-02-09 15:15:00,13.008375,77.682788,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0084, 77.6828)."
525,0525/2025,FIR/0525/2025,2025-06-26,6,3,1,2,5,10,3,3,2025-06-26 07:00:00,2025-06-26 07:30:00,2025-06-26 08:15:00,13.094629,77.51948,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0946, 77.5195)."
526,0526/2025,FIR/0526/2025,2025-05-21,5,3,1,2,5,9,1,3,2025-05-21 21:00:00,2025-05-21 21:30:00,2025-05-21 22:15:00,13.127307,77.462144,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1273, 77.4621)."
527,0527/2025,FIR/0527/2025,2025-02-03,6,3,1,2,5,10,3,3,2025-02-03 01:00:00,2025-02-03 01:30:00,2025-02-03 02:15:00,12.827708,77.499765,"Incident of Theft reported in Bangalore Urban district at coordinates (12.8277, 77.4998)."
528,0528/2025,FIR/0528/2025,2025-05-27,5,3,1,2,5,9,2,3,2025-05-27 03:00:00,2025-05-27 03:30:00,2025-05-27 04:15:00,13.122768,77.712035,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1228, 77.7120)."
529,0529/2025,FIR/0529/2025,2025-12-06,6,3,1,2,5,10,2,3,2025-12-06 13:00:00,2025-12-06 13:30:00,2025-12-06 14:15:00,12.795891,77.483277,"Incident of Theft reported in Bangalore Urban district at coordinates (12.7959, 77.4833)."
530,0530/2025,FIR/0530/2025,2025-09-24,5,3,1,2,5,9,3,3,2025-09-24 15:00:00,2025-09-24 15:30:00,2025-09-24 16:15:00,13.108697,77.519512,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1087, 77.5195)."
531,0531/2025,FIR/0531/2025,2025-07-21,6,3,1,2,5,10,1,3,2025-07-21 19:00:00,2025-07-21 19:30:00,2025-07-21 20:15:00,13.02001,77.526706,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0200, 77.5267)."
532,0532/2025,FIR/0532/2025,2025-08-01,5,3,1,2,5,9,1,3,2025-08-01 19:00:00,2025-08-01 19:30:00,2025-08-01 20:15:00,13.127488,77.574179,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1275, 77.5742)."
533,0533/2025,FIR/0533/2025,2025-08-19,6,3,1,2,5,10,1,3,2025-08-19 08:00:00,2025-08-19 08:30:00,2025-08-19 09:15:00,13.011794,77.688108,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0118, 77.6881)."
534,0534/2025,FIR/0534/2025,2025-04-21,5,3,1,2,5,9,2,3,2025-04-21 09:00:00,2025-04-21 09:30:00,2025-04-21 10:15:00,13.040806,77.712756,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0408, 77.7128)."
535,0535/2025,FIR/0535/2025,2025-07-11,6,3,1,2,5,10,3,3,2025-07-11 19:00:00,2025-07-11 19:30:00,2025-07-11 20:15:00,13.098206,77.51882,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0982, 77.5188)."
536,0536/2025,FIR/0536/2025,2025-10-20,5,3,1,2,5,9,2,3,2025-10-20 05:00:00,2025-10-20 05:30:00,2025-10-20 06:15:00,13.099252,77.509761,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0993, 77.5098)."
537,0537/2025,FIR/0537/2025,2025-11-23,6,3,1,2,5,10,2,3,2025-11-23 16:00:00,2025-11-23 16:30:00,2025-11-23 17:15:00,13.096695,77.525179,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0967, 77.5252)."
538,0538/2025,FIR/0538/2025,2025-07-30,5,3,1,2,5,9,1,3,2025-07-30 21:00:00,2025-07-30 21:30:00,2025-07-30 22:15:00,12.920033,77.36235,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9200, 77.3624)."
539,0539/2025,FIR/0539/2025,2025-05-12,6,3,1,2,5,10,1,3,2025-05-12 17:00:00,2025-05-12 17:30:00,2025-05-12 18:15:00,13.097422,77.525308,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0974, 77.5253)."
540,0540/2025,FIR/0540/2025,2025-12-06,5,3,1,2,5,9,2,3,2025-12-06 12:00:00,2025-12-06 12:30:00,2025-12-06 13:15:00,13.135502,77.708729,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1355, 77.7087)."
541,0541/2025,FIR/0541/2025,2025-06-17,6,3,1,2,5,10,3,3,2025-06-17 19:00:00,2025-06-17 19:30:00,2025-06-17 20:15:00,12.820614,77.788135,"Incident of Theft reported in Bangalore Urban district at coordinates (12.8206, 77.7881)."
542,0542/2025,FIR/0542/2025,2025-12-24,5,3,1,2,5,9,2,3,2025-12-24 06:00:00,2025-12-24 06:30:00,2025-12-24 07:15:00,13.010436,77.707157,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0104, 77.7072)."
543,0543/2025,FIR/0543/2025,2025-01-09,6,3,1,2,5,10,2,3,2025-01-09 03:00:00,2025-01-09 03:30:00,2025-01-09 04:15:00,13.083242,77.452282,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0832, 77.4523)."
544,0544/2025,FIR/0544/2025,2025-08-25,5,3,1,2,5,9,3,3,2025-08-25 15:00:00,2025-08-25 15:30:00,2025-08-25 16:15:00,13.031839,77.709343,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0318, 77.7093)."
545,0545/2025,FIR/0545/2025,2025-09-23,6,3,1,2,5,10,1,3,2025-09-23 10:00:00,2025-09-23 10:30:00,2025-09-23 11:15:00,13.117421,77.720648,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1174, 77.7206)."
546,0546/2025,FIR/0546/2025,2025-11-15,5,3,1,2,5,9,2,3,2025-11-15 03:00:00,2025-11-15 03:30:00,2025-11-15 04:15:00,13.035346,77.720697,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0353, 77.7207)."
547,0547/2025,FIR/0547/2025,2025-10-12,6,3,1,2,5,10,2,3,2025-10-12 12:00:00,2025-10-12 12:30:00,2025-10-12 13:15:00,12.926871,77.346435,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9269, 77.3464)."
548,0548/2025,FIR/0548/2025,2025-05-22,5,3,1,2,5,9,2,3,2025-05-22 10:00:00,2025-05-22 10:30:00,2025-05-22 11:15:00,12.935689,77.366851,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9357, 77.3669)."
549,0549/2025,FIR/0549/2025,2025-07-15,6,3,1,2,5,10,2,3,2025-07-15 00:00:00,2025-07-15 00:30:00,2025-07-15 01:15:00,13.10617,77.722562,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1062, 77.7226)."
550,0550/2025,FIR/0550/2025,2025-07-21,5,3,1,2,5,9,2,3,2025-07-21 16:00:00,2025-07-21 16:30:00,2025-07-21 17:15:00,13.022261,77.678899,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0223, 77.6789)."
551,0551/2025,FIR/0551/2025,2025-11-17,6,3,1,2,5,10,3,3,2025-11-17 05:00:00,2025-11-17 05:30:00,2025-11-17 06:15:00,13.098682,77.496949,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0987, 77.4969)."
552,0552/2025,FIR/0552/2025,2025-09-19,5,3,1,2,5,9,3,3,2025-09-19 00:00:00,2025-09-19 00:30:00,2025-09-19 01:15:00,13.090111,77.688764,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0901, 77.6888)."
553,0553/2025,FIR/0553/2025,2025-02-20,6,3,1,2,5,10,2,3,2025-02-20 17:00:00,2025-02-20 17:30:00,2025-02-20 18:15:00,13.134193,77.695003,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1342, 77.6950)."
554,0554/2025,FIR/0554/2025,2025-06-23,5,3,1,2,5,9,3,3,2025-06-23 15:00:00,2025-06-23 15:30:00,2025-06-23 16:15:00,12.996688,77.685153,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9967, 77.6852)."
555,0555/2025,FIR/0555/2025,2025-11-23,6,3,1,2,5,10,1,3,2025-11-23 18:00:00,2025-11-23 18:30:00,2025-11-23 19:15:00,12.783916,77.58642,"Incident of Theft reported in Bangalore Urban district at coordinates (12.7839, 77.5864)."
556,0556/2025,FIR/0556/2025,2025-07-02,5,3,1,2,5,9,3,3,2025-07-02 13:00:00,2025-07-02 13:30:00,2025-07-02 14:15:00,13.015995,77.709802,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0160, 77.7098)."
557,0557/2025,FIR/0557/2025,2025-05-12,6,3,1,2,5,10,2,3,2025-05-12 02:00:00,2025-05-12 02:30:00,2025-05-12 03:15:00,12.949679,77.743854,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9497, 77.7439)."
558,0558/2025,FIR/0558/2025,2025-04-06,5,3,1,2,5,9,1,3,2025-04-06 00:00:00,2025-04-06 00:30:00,2025-04-06 01:15:00,13.133861,77.716375,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1339, 77.7164)."
559,0559/2025,FIR/0559/2025,2025-10-11,6,3,1,2,5,10,2,3,2025-10-11 03:00:00,2025-10-11 03:30:00,2025-10-11 04:15:00,13.041225,77.716387,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0412, 77.7164)."
560,0560/2025,FIR/0560/2025,2025-09-23,5,3,1,2,5,9,2,3,2025-09-23 23:00:00,2025-09-23 23:30:00,2025-09-23 23:15:00,13.096395,77.518869,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0964, 77.5189)."
561,0561/2025,FIR/0561/2025,2025-01-09,6,3,1,2,5,10,2,3,2025-01-09 17:00:00,2025-01-09 17:30:00,2025-01-09 18:15:00,13.052597,77.710381,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0526, 77.7104)."
562,0562/2025,FIR/0562/2025,2025-02-05,5,3,1,2,5,9,1,3,2025-02-05 04:00:00,2025-02-05 04:30:00,2025-02-05 05:15:00,13.009423,77.70079,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0094, 77.7008)."
563,0563/2025,FIR/0563/2025,2025-01-09,6,3,1,2,5,10,1,3,2025-01-09 05:00:00,2025-01-09 05:30:00,2025-01-09 06:15:00,13.097135,77.529249,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0971, 77.5292)."
564,0564/2025,FIR/0564/2025,2025-01-14,5,3,1,2,5,9,2,3,2025-01-14 01:00:00,2025-01-14 01:30:00,2025-01-14 02:15:00,13.01189,77.684739,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0119, 77.6847)."
565,0565/2025,FIR/0565/2025,2025-11-08,6,3,1,2,5,10,1,3,2025-11-08 01:00:00,2025-11-08 01:30:00,2025-11-08 02:15:00,12.940527,77.357212,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9405, 77.3572)."
566,0566/2025,FIR/0566/2025,2025-04-03,5,3,1,2,5,9,2,3,2025-04-03 14:00:00,2025-04-03 14:30:00,2025-04-03 15:15:00,13.10058,77.500956,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1006, 77.5010)."
567,0567/2025,FIR/0567/2025,2025-04-10,6,3,1,2,5,10,2,3,2025-04-10 23:00:00,2025-04-10 23:30:00,2025-04-10 23:15:00,13.024555,77.69787,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0246, 77.6979)."
568,0568/2025,FIR/0568/2025,2025-05-02,5,3,1,2,5,9,3,3,2025-05-02 02:00:00,2025-05-02 02:30:00,2025-05-02 03:15:00,13.120414,77.721617,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1204, 77.7216)."
569,0569/2025,FIR/0569/2025,2025-09-07,6,3,1,2,5,10,3,3,2025-09-07 19:00:00,2025-09-07 19:30:00,2025-09-07 20:15:00,13.126891,77.645078,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1269, 77.6451)."
570,0570/2025,FIR/0570/2025,2025-01-26,5,3,1,2,5,9,2,3,2025-01-26 20:00:00,2025-01-26 20:30:00,2025-01-26 21:15:00,12.917566,77.355465,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9176, 77.3555)."
571,0571/2025,FIR/0571/2025,2025-09-27,6,3,1,2,5,10,2,3,2025-09-27 04:00:00,2025-09-27 04:30:00,2025-09-27 05:15:00,13.096472,77.517403,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0965, 77.5174)."
572,0572/2025,FIR/0572/2025,2025-02-08,5,3,1,2,5,9,1,3,2025-02-08 00:00:00,2025-02-08 00:30:00,2025-02-08 01:15:00,13.039964,77.708635,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0400, 77.7086)."
573,0573/2025,FIR/0573/2025,2025-08-23,6,3,1,2,5,10,2,3,2025-08-23 07:00:00,2025-08-23 07:30:00,2025-08-23 08:15:00,12.69758,77.669751,"Incident of Theft reported in Bangalore Urban district at coordinates (12.6976, 77.6698)."
574,0574/2025,FIR/0574/2025,2025-01-25,5,3,1,2,5,9,3,3,2025-01-25 19:00:00,2025-01-25 19:30:00,2025-01-25 20:15:00,13.090544,77.525403,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0905, 77.5254)."
575,0575/2025,FIR/0575/2025,2025-12-23,6,3,1,2,5,10,2,3,2025-12-23 03:00:00,2025-12-23 03:30:00,2025-12-23 04:15:00,13.088951,77.510983,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0890, 77.5110)."
576,0576/2025,FIR/0576/2025,2025-12-19,5,3,1,2,5,9,1,3,2025-12-19 03:00:00,2025-12-19 03:30:00,2025-12-19 04:15:00,12.933657,77.364242,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9337, 77.3642)."
577,0577/2025,FIR/0577/2025,2025-12-18,6,3,1,2,5,10,3,3,2025-12-18 13:00:00,2025-12-18 13:30:00,2025-12-18 14:15:00,12.991107,77.692644,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9911, 77.6926)."
578,0578/2025,FIR/0578/2025,2025-12-07,5,3,1,2,5,9,1,3,2025-12-07 18:00:00,2025-12-07 18:30:00,2025-12-07 19:15:00,13.008105,77.691172,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0081, 77.6912)."
579,0579/2025,FIR/0579/2025,2025-08-12,6,3,1,2,5,10,1,3,2025-08-12 02:00:00,2025-08-12 02:30:00,2025-08-12 03:15:00,12.941097,77.364543,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9411, 77.3645)."
580,0580/2025,FIR/0580/2025,2025-07-01,5,3,1,2,5,9,3,3,2025-07-01 20:00:00,2025-07-01 20:30:00,2025-07-01 21:15:00,13.118145,77.699792,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1181, 77.6998)."
581,0581/2025,FIR/0581/2025,2025-09-16,6,3,1,2,5,10,3,3,2025-09-16 13:00:00,2025-09-16 13:30:00,2025-09-16 14:15:00,13.096449,77.513174,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0964, 77.5132)."
582,0582/2025,FIR/0582/2025,2025-03-04,5,3,1,2,5,9,1,3,2025-03-04 17:00:00,2025-03-04 17:30:00,2025-03-04 18:15:00,13.044455,77.739858,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0445, 77.7399)."
583,0583/2025,FIR/0583/2025,2025-04-01,6,3,1,2,5,10,1,3,2025-04-01 03:00:00,2025-04-01 03:30:00,2025-04-01 04:15:00,13.085817,77.524197,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0858, 77.5242)."
584,0584/2025,FIR/0584/2025,2025-10-03,5,3,1,2,5,9,2,3,2025-10-03 18:00:00,2025-10-03 18:30:00,2025-10-03 19:15:00,13.114469,77.70405,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1145, 77.7040)."
585,0585/2025,FIR/0585/2025,2025-06-21,6,3,1,2,5,10,1,3,2025-06-21 20:00:00,2025-06-21 20:30:00,2025-06-21 21:15:00,12.935948,77.364832,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9359, 77.3648)."
586,0586/2025,FIR/0586/2025,2025-04-22,5,3,1,2,5,9,1,3,2025-04-22 02:00:00,2025-04-22 02:30:00,2025-04-22 03:15:00,13.054614,77.714779,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0546, 77.7148)."
587,0587/2025,FIR/0587/2025,2025-03-23,6,3,1,2,5,10,3,3,2025-03-23 14:00:00,2025-03-23 14:30:00,2025-03-23 15:15:00,13.013095,77.691913,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0131, 77.6919)."
588,0588/2025,FIR/0588/2025,2025-08-11,5,3,1,2,5,9,2,3,2025-08-11 02:00:00,2025-08-11 02:30:00,2025-08-11 03:15:00,13.073827,77.523005,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0738, 77.5230)."
589,0589/2025,FIR/0589/2025,2025-07-07,6,3,1,2,5,10,3,3,2025-07-07 09:00:00,2025-07-07 09:30:00,2025-07-07 10:15:00,13.022846,77.685843,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0228, 77.6858)."
590,0590/2025,FIR/0590/2025,2025-11-14,5,3,1,2,5,9,3,3,2025-11-14 08:00:00,2025-11-14 08:30:00,2025-11-14 09:15:00,12.772742,77.670367,"Incident of Theft reported in Bangalore Urban district at coordinates (12.7727, 77.6704)."
591,0591/2025,FIR/0591/2025,2025-04-07,6,3,1,2,5,10,2,3,2025-04-07 13:00:00,2025-04-07 13:30:00,2025-04-07 14:15:00,12.864613,77.491568,"Incident of Theft reported in Bangalore Urban district at coordinates (12.8646, 77.4916)."
592,0592/2025,FIR/0592/2025,2025-08-02,5,3,1,2,5,9,1,3,2025-08-02 00:00:00,2025-08-02 00:30:00,2025-08-02 01:15:00,12.998172,77.685543,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9982, 77.6855)."
593,0593/2025,FIR/0593/2025,2025-12-13,6,3,1,2,5,10,1,3,2025-12-13 01:00:00,2025-12-13 01:30:00,2025-12-13 02:15:00,12.936608,77.349194,"Incident of Theft reported in Bangalore Urban district at coordinates (12.9366, 77.3492)."
594,0594/2025,FIR/0594/2025,2025-10-23,5,3,1,2,5,9,1,3,2025-10-23 18:00:00,2025-10-23 18:30:00,2025-10-23 19:15:00,13.095603,77.519033,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0956, 77.5190)."
595,0595/2025,FIR/0595/2025,2025-06-06,6,3,1,2,5,10,2,3,2025-06-06 23:00:00,2025-06-06 23:30:00,2025-06-06 23:15:00,13.040868,77.716,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0409, 77.7160)."
596,0596/2025,FIR/0596/2025,2025-02-27,5,3,1,2,5,9,3,3,2025-02-27 00:00:00,2025-02-27 00:30:00,2025-02-27 01:15:00,13.111742,77.494703,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1117, 77.4947)."
597,0597/2025,FIR/0597/2025,2025-05-02,6,3,1,2,5,10,1,3,2025-05-02 07:00:00,2025-05-02 07:30:00,2025-05-02 08:15:00,13.137188,77.718551,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1372, 77.7186)."
598,0598/2025,FIR/0598/2025,2025-08-16,5,3,1,2,5,9,1,3,2025-08-16 08:00:00,2025-08-16 08:30:00,2025-08-16 09:15:00,13.151805,77.427558,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1518, 77.4276)."
599,0599/2025,FIR/0599/2025,2025-10-16,6,3,1,2,5,10,1,3,2025-10-16 20:00:00,2025-10-16 20:30:00,2025-10-16 21:15:00,13.125125,77.69873,"Incident of Theft reported in Bangalore Urban district at coordinates (13.1251, 77.6987)."
600,0600/2025,FIR/0600/2025,2025-08-24,5,3,1,2,5,9,1,3,2025-08-24 16:00:00,2025-08-24 16:30:00,2025-08-24 17:15:00,13.089503,77.516449,"Incident of Theft reported in Bangalore Urban district at coordinates (13.0895, 77.5164)."
